,full_text,created_at,favorite_count,quote_count,retweet_count,reply_count
137,"Golden grind! 🛹 @yutohorigome makes #Paris2024 history with an incredible run to claim Olympic gold in Men’s Street Skateboarding. 🇯🇵✨

#Olympics https://t.co/ntHDDJaNuE",2024-08-19T16:09:01.000Z,2161,12,270,66
138,"'Oh, the gelatin. I bet no one has done this before.' 😂

After winning a historic silver medal 🥈 for @TeamGB, artistic swimmers Kate Shortman and Izzy Thorpe share their @LA28 plans and their best Olympic celebration.

@Aquatics_GB I @WorldAquatics https://t.co/ZndC4a94VG",2024-08-19T11:27:22.000Z,255,3,57,51
139,"Team Türkiye served up this incredible moment! 🇹🇷

A moment that lit up the court at #Paris2024. 🏐✨

#Olympics https://t.co/D36lTYjXxH",2024-08-19T10:12:53.000Z,1588,14,131,86
140,"After our hiatus, we're returning tonight to @SystemUpdate_ at our regular time: 7pm ET, live only on Rumble.

Our return is in conjunction with a new, long-planned, exciting major ad campaign we're launching today to show what our program has done and where we're taking it: https://t.co/bwL3YI9KCk",2023-05-16T16:42:59.000Z,10794,119,2365,2371
141,"BREAKING: The censorship regime in Brazil is growing rapidly, virtually daily now. We just obtained a censorship order that is genuinely shocking, directing multiple social media platforms to *immediately* remove numerous prominent politicians and commentators.",2023-01-13T21:52:13.000Z,103656,5991,24366,8770
142,The way the US corporate media transformed Kamala Harris from a national embarrassment to a transformative pioneer overnight -- without even pretending to care about anything that she thinks or believes -- is a powerful testament to how potent the science of propaganda is:,2024-08-12T14:06:20.000Z,93778,1166,22623,2741
143,"It is with the most profound sadness that I announce the passing away of my husband, @DavidMirandaRio. He would have turned 38 tomorrow.

His death, early this morning, came after a 9-month battle in ICU. He died in full peace, surrounded by our children and family and friends. https://t.co/wtRvGyJyGl",2023-05-09T12:03:44.000Z,85521,2171,5110,17932
144,I've never seen an orgy of hypocrisy quite as brazen as how the exact same media corporations and journalists who spent years demanding more Big Tech censorship turned *overnight* into free speech champions: because now it's their friends being silenced rather than their enemies.,2022-12-16T22:10:30.000Z,81182,871,14407,1962
145,"No, it is not. Israel is a foreign country.",2024-04-13T21:21:20.000Z,77773,155,10364,627
146,Sobre Augusto Nunes e o apoio do movimento Bolsonarista ao uso da violência na política. Violência no debate político é a mentalidade fascista e muito perigoso pra democracia https://t.co/vFrhn6FlPI,2019-11-07T18:23:19.000Z,67482,1168,10975,7153
147,"My Resignation From The Intercept

The same trends of repression, censorship and ideological homogeneity plaguing the national press generally have engulfed the media outlet I co-founded, culminating in censorship of my own articles.

https://t.co/dZrlYGfEBf",2020-10-29T17:39:17.000Z,59065,9726,18876,6764
148,"Every person fired over the last 7 weeks for political views, or banned, put on no-hire blacklists, or had their groups banned, have been Palestinian defenders/Israel critics.

It hasn't happened to any pro-Israel advocates, even ones saying genocidal things like ""erase Gaza.""",2023-11-21T21:08:35.000Z,65563,607,22981,3394
149,"Se o @SF_Moro tiver mensagens ou audios secretos de Bolsonaro, teremos o prazer de publicá-las. Me mande um e-mail.",2020-04-24T21:20:18.000Z,61810,3168,7782,3607
150,"🚨Tivemos acesso a mais de 6GB de mensagens trocadas por assessores diretos de Alexandre de Moraes no STF e no TSE.

Este é nossa primeira reportagem sobre o que o arquivo de mensagens revela. Na @Folha, com @FabioSerapiao.

https://t.co/7740pM0C3b",2024-08-13T20:32:16.000Z,66575,2078,14433,4015
151,Eu moro no Brasil desde 2005. Sou casado 14 anos com um brasileiro e adotamos 2 crianças brasileiras (11.000 crianças brasileiras sem pais permanecem em abrigos). Criamos uma ONG aqui para pessoas na situação na rua e animais abandonados Eu investi minha vida no futuro do Brasil. https://t.co/oV3I7Ez8gb,2019-06-14T13:51:15.000Z,60016,1908,12322,5952
152,"Perfect illustration of how scumbag reporters lie:

This BBC hack claimed he's seen more hate on Twitter. When asked, he can't name a single example because he hasn't look. Then claims @ISDglobal -- funded by US, EU and neoliberal billionaires - said it:

https://t.co/Z0F8eGm1wp",2023-04-12T13:39:46.000Z,58235,1280,12161,2091
153,"How have hundreds of billions upon hundreds of billions of dollars been spent in the name of security since 9/11, along with the deployment of drones and surveillance tech, yet a few hundred protestors can so easily breach the Capitol, just waltzing in and taking it over?",2021-01-06T20:15:13.000Z,53585,1902,11901,3058
154,"So the US Government knew so little about what was happening in Afghanistan that they had no idea the Afghan Security Forces would evaporate and the Taliban immediately take over, but they were able to find within 24 hours the precise ISIS-K ""planner"" to kill? OK.",2021-08-28T16:58:48.000Z,51252,986,12202,1739
155,rsrsrs,2019-06-28T13:54:57.000Z,51608,1902,10193,2505
156,"The most under-reported and under-discussed story of 2023: a federal district court judge, upheld by a unanimous appellate panel, found the Biden WH and FBI committed one of the gravest attacks on the 1st Am in decades by coercing Big Tech to censor dissent online. https://t.co/00MamRBUdw",2024-03-17T15:45:32.000Z,52649,1518,22472,1816
157,"So the person who came very close to blowing Trump's head off was just some wayward 20-year-old with no political views or online footprint, and it almost happened because of absurd 'errors' by the Secret Service?

And now we're done with that story for the next 2 decades or so?",2024-08-07T13:46:01.000Z,53274,452,10779,1799
158,"The Canadian government, armed with one of the world's most repressive online censorship schemes, announces that all ""online streaming services that offer podcasts"" must formally register with the government to permit regulatory controls:

https://t.co/wHOloLgnY2 https://t.co/6noTYceVsg",2023-10-01T13:59:19.000Z,49553,4236,18418,6841
159,"Existe agora, ou já existiu, uma democracia moderna onde um único juiz exerce o poder que Alexandre de Moraes possui no Brasil? Não consigo pensar em nenhum exemplo sequer próximo.

https://t.co/7z3JPFTdB0",2023-01-10T21:03:41.000Z,50148,2358,10658,8190
160,"US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3 billion is 33% more than Russia's *total military spending for the year*

It's *double* the US's average annual expenditure for its own war in Afghanistan",2022-11-16T15:04:18.000Z,47372,2603,18796,4095
161,"Não é interessante que a PF tenha supostamente encontrado um grupo do que Moro alegou serem hackers altamente sofisticados tão rapidamente, mas ninguém consegue encontrar Queiroz?",2019-07-24T01:00:51.000Z,47732,1138,10276,10148
162,"Vou dedicar tudo o que tenho para garantir que esse sociopata que causou essa dor à minha mãe no último estágio de sua vida, pague o máximo possível nos tribunais. Eu nunca experimentei nada tão monstruoso em 15 anos de jornalismo do que esses cretinos que apoiam Bolsonaro.",2019-08-01T20:33:51.000Z,47278,891,7344,4035
163,"Tucker was the cable host who most:

* Opposed US proxy war in Ukraine;

* Denounced CIA, FBI and DHS for its systemic lies and corruption;

* Devoted himself to a pardon for Julian Assange;

* Objected to regime change efforts in Cuba;

* Criticized Trump Admin's militarism. https://t.co/PEduNzOyW6",2023-04-24T16:36:16.000Z,45447,1008,10119,2190
164,"That was so funny how they found cocaine in the White House - probably the most surveilled building on the planet - and after a week they were like ""Yeah, we looked and we unfortunately can't find who left it,"" and the media said: ""Oh, OK, too bad, thanks for looking.""",2023-07-25T14:46:50.000Z,43993,382,9554,1361
165,"One of this generation's greatest journalists, Julian Assange - who has broken more historic stories than most corporate journalists combined - will soon complete his 4th year in a high-security prison, as punishment for that journalism.

May 2023 be the year he is finally free. https://t.co/j9Hih9aWGo",2022-12-31T22:56:25.000Z,43485,531,11430,820
166,"The sleazy, pro-censorship pack of liberal employees of media corporations united last night to attack @mtaibbi -- as they do to any journalist who breaks a real story about real power centers -- and, because they were so desperate to discredit it, showed what they are. Watch: https://t.co/DWEIL70G1h",2022-12-03T15:12:23.000Z,42312,938,11363,1486
167,"The same worthless media liberals who never break stories, who never do any reporting, who just sit around mimicking each other every day - speaking only to and for one another in servitude to Dems - all write the same articles because they're all hive-minded empty herd animals.",2022-12-12T20:18:44.000Z,40964,435,7460,1048
168,"The regime of censorship being imposed on the internet – by a consortium of DC Dems, billionaire-funded ""disinformation experts,"" the US Security State, and liberal employees of media corporations – is dangerously intensifying in ways I believe are not adequately understood.",2022-09-06T23:17:25.000Z,40301,2246,13480,1459
169,"Yesterday was a flagship day in corporate media. It was the day they were forced to explicitly state what has long been clear: they not only favor censorship but desperately crave and depend on it.

Even if Musk doesn't buy Twitter, never forget what yesterday revealed.",2022-04-15T12:09:14.000Z,40007,709,10371,513
170,"That the Biden Admin casually announced today that the Dept of Homeland Security -- a domestic security agency -- has created a ""disinformation"" board is indescribably dystopian and chilling.

That Democrats think this is good and normal tells you all you need to know about them.",2022-04-29T01:56:31.000Z,39910,566,9673,1472
171,"Deixe-me te contar sobre @ReinaldoAzevedo, um dos menores e mais partidários comentaristas da mídia, e aquele que mais pateticamente muda de lado assim que pode se beneficiar:

Ironicamente, ele insiste que as pessoas são doentes mentais por fazerem exatamente o que define a vida…",2024-04-14T13:27:02.000Z,41249,1073,6817,3872
172,"Every late-night network ""comedian"" turned into Nancy Pelosi's well-behaved grandson. And they keep doing i even as their ratings evaporate. 

This is a new low, aside from the fact that he's telling everyone to use mask indoors while he and his band don't.",2023-01-09T17:47:19.000Z,38933,336,3741,3702
173,The widely reported pervasive fear among the Twitter workforce that Elon Musk may endanger or even end their systemic censorship regime illustrates how central of a tactic internet censorship has become for US liberalism. Information control is vital to their worldview.,2022-04-12T11:49:44.000Z,37747,422,8841,1161
174,"Is it at all strange that a brand new and opaque voting system was implemented in the name of COVID; people are trained to think it's normal to take not days but weeks to count votes; and candidates are required to concede when the media says so, not when the votes are counted?",2022-11-13T15:08:33.000Z,37686,669,9118,2231
175,"The corporate media's ability to -- overnight -- turn anyone who dissents in anyway into some sort of fascist or even Hitler-like figure, and then have millions of their followers go around mindlessly repeating it, is both impressive and chilling:",2023-02-15T14:54:52.000Z,37640,561,7699,1669
176,"This is the face of authoritarianism - even though it looks different than you were taught to expect. And it's the mindset of tyrants everywhere:

This is someone so inebriated by her sense of righteousness and superiority that she views dissent as an evil too dangerous to allow:",2022-09-28T18:20:39.000Z,36901,716,11858,1973
177,"Seriously, who the fuck is the White House to be dictating who should and should not be banned from social media platforms, to keep lists of who they think are the spreaders of ""misinformation,"" and then pressure companies they regulate to obey? This is pernicious shit:",2021-07-16T18:36:55.000Z,35879,1108,10677,2546
178,"Continue to be engrossed by these endless events where celebrities and other rich people prance around indoors without masks, while all the workers and staff have their face covered. It's absolutely the new normal. And whatever it is, it has nothing to do with The Science™: https://t.co/Dk6YN7bbua",2021-12-12T13:44:43.000Z,35683,673,9275,1013
179,"For the crime of reporting that the US Security State agencies are heavily involved in Big Tech's censorship regime, and for confessing that he found this deeply disturbing, liberals have spent a full week saying that @mtaibbi has mental health problems and needs therapy. https://t.co/N0P1Qmv0Z6",2022-12-27T14:13:47.000Z,35723,348,6891,1167
180,"Não há um só país no mundo democrático em que os jornalistas ""entreguem"" seu material jornalístico à polícia ou aos tribunais para inspeção antes de publicar, como Moro exige. Como juiz, ele deveria entender que uma imprensa livre está explicitamente protegida na Constituição.",2019-06-19T16:02:09.000Z,35574,688,7803,3462
181,Já estamos trabalhando com outros jornais/revistas no arquivo. Significa: 1) mais revelações serão reportados mais rapidamente; 2) ninguém pode alegar que a reportagem tem um viés ideológico; 3) quem quiser prender os que divulgar este material terá que prender muitos jornalistas,2019-06-20T13:36:39.000Z,35324,923,6477,4839
182,"Anyone who denies this is extremely uncomfortable and embarrassing to watch at this point isn't being honest.

And I don't understand how Democrats and their pundits believe they can convince Americans it's not happening.

And he wants 4 more years:

https://t.co/j1jrzc34u8",2024-06-13T20:34:22.000Z,35947,1030,7890,2865
