,full_text,created_at,favorite_count,quote_count,retweet_count,reply_count
457,"Bajrang Punia to ESPN: 'Vinesh told me she wants to fight for the young women wrestlers so that they can wrestle safely'

https://t.co/1FIEglutx4 | #Paris2024 | @BajrangPunia https://t.co/AYtC5CZncB",2024-08-06T20:01:52.000Z,9857,139,1939,54
458,The Golden Boy completes his golden set! 🥇 https://t.co/s1azsY5oXJ,2023-08-27T19:51:20.000Z,9534,30,898,13
459,Sprinter Dutee Chand becomes the first sportsperson in India to reveal being in a same-sex relationship https://t.co/XEnGyDV8o3,2019-05-19T05:30:55.000Z,7112,320,1791,128
460,"Incredible scenes in the men's javelin throw final!  

Pakistan's Arshad Nadeem wins gold with a throw of 90.18 - a games record and his personal best 🔥 

Anderson Peters - who beat Neeraj Chopra at the Worlds - is second with 88.64 https://t.co/SUvEHUxbtT",2022-08-07T20:14:51.000Z,6936,52,847,95
461,The Virat Kohli fandom goes beyond just cricket 🐐 https://t.co/AjwjnXOvuI,2023-01-16T06:29:04.000Z,6509,4,410,15
462,A golden week for India 🥇 🥇 https://t.co/A34xyEI71m,2022-05-20T05:04:42.000Z,6472,14,487,14
463,"19 years, 1 🐐 https://t.co/dviyQruYlt",2024-05-16T11:11:46.000Z,6384,17,442,5
464,"There was no getting past him. An Olympic medallist in his final game. 

We'll miss you, Sree 🫡 https://t.co/SUroow214I",2024-08-08T13:51:53.000Z,6386,61,897,33
465,"🇵🇰 Arshad Nadeem - 92.97
🇮🇳 Neeraj Chopra - 89.45 
🇬🇩 Anderson Peters - 88.54 

One of the most thrilling men's javelin finals of all time! 

https://t.co/sT1lyQb6Tu | #Paris2024 https://t.co/MrNgboU4KV",2024-08-08T20:10:09.000Z,6170,27,761,32
466,"This is what Vinesh Phogat told ESPN in December 2023.

She was protesting against the then WFI president Brij Bhushan Sharan Singh. Vinesh and other women wrestlers accused Brij Bhushan of sexual abuse and also issuing death threats.

She never backed off from a fight.… https://t.co/PsFOkahP2M",2024-08-06T18:28:23.000Z,5822,66,1337,76
467,"🥇 Tokyo 2020 
🥈 Paris 2024 

Is Neeraj Chopra India's greatest-ever Olympian? https://t.co/R5GUaC0JxB",2024-08-08T20:27:39.000Z,5814,107,426,219
468,The IPL just got a whole lot richer 💰 https://t.co/WEXtYxel6Q,2022-06-15T05:46:27.000Z,5266,20,302,32
469,The picture you've all been waiting for 🥈 🐐 https://t.co/YRCDF7h0am,2024-08-09T17:33:37.000Z,5308,21,355,13
470,WHAT A THOMAS CUP FINAL SO FAR!,2022-05-15T08:47:57.000Z,4812,2,162,9
471,Cristiano Ronaldo's trophy cabinet was only missing a World Cup 😢 https://t.co/oDzK9QxNye,2022-12-11T04:52:00.000Z,4334,15,314,53
472,"🏆 2005
🏆 2006
🏆 2007
🏆 2008
🏆 2010
🏆 2011
🏆 2012
🏆 2013
🏆 2014
🏆 2017
🏆 2018
🏆 2019
🏆 2020

There's no dynasty like Rafael Nadal at the French Open https://t.co/7CJPqTiY3u",2020-10-11T15:53:11.000Z,4412,83,678,23
473,The International Olympic Committee reacts to the #WrestlersProtest in India. https://t.co/gAFDjkyuiM,2023-05-31T12:00:34.000Z,4396,75,1238,57
474,Class from Axelsen 👏 https://t.co/ln8DWmEdCz,2024-08-08T04:03:00.000Z,4402,12,251,6
475,"🗣️ @SakshiMalik: Can't PM Modi listen to our 𝘮𝘢𝘯𝘯 𝘬𝘪 𝘣𝘢𝘢𝘵? 

India's top-most wrestlers question Narendra Modi's silence in light of the women-centric schemes launched by the Indian government: https://t.co/JIdA68aqyf https://t.co/aGC9jE8kVh",2023-04-27T04:58:12.000Z,4255,82,1152,87
476,"Disappointed, but gracious in defeat!

Mary Kom, you make us all proud  🙌 

#Champion #Legend https://t.co/ZI6oRjvoy9",2021-07-29T10:54:55.000Z,4059,111,540,68
477,"Virat Kohli, the first cricketer to 200 million Instagram followers 📱 https://t.co/InNX3DBvLC",2022-06-08T06:53:23.000Z,3989,11,189,26
478,"Name: Shafali Verma
Age: 16
Skill: Smashing sixes off fast bowlers, even Ellyse Perry 💥

#AUSvIND

https://t.co/9EZgOcf79V",2020-02-12T05:17:47.000Z,3956,20,219,21
479,"Vinesh Phogat, a champion wrestler 🙌 https://t.co/b0s6J6amZG",2024-08-08T07:00:02.000Z,4004,15,650,19
480,"Virat Kohli visits a children's shelter home dressed up as Santa ❤️

(via @StarSportsIndia) https://t.co/cpb0DWwAXW",2019-12-21T07:02:14.000Z,3663,158,842,98
481,"🥉 1968 Mexico City
🥉 1972 Munich

🥉 2020 Tokyo
🥉 2024 Paris 

Back-to-back Olympic medals for India in hockey after 52 years! https://t.co/kDcZVnIzGA",2024-08-08T13:54:37.000Z,3626,17,492,26
482,"What was your reaction when this happened? #OnThisDay #YuvrajSingh 

https://t.co/QBo8C5suVS",2020-09-19T02:43:53.000Z,3423,249,910,116
483,"335 matches. 7 major medals. 20,000 clutch saves. 1 PR Sreejesh. https://t.co/YihLNMaJfn",2024-08-08T14:23:48.000Z,3481,17,468,17
484,Spare a thought for this man 💔 https://t.co/lGdbitfrIW,2023-01-22T17:00:08.000Z,3261,16,106,28
485,🙌 https://t.co/LVO2jA8uav,2024-08-08T14:06:45.000Z,3251,23,334,17
486,"Olympics: 🥈🥉
World C'ships: 🥇🥈🥈🥉🥉
Asian Games: 🥈
Commonwealth Games: 🥈🥉
Asian Championships: 🥉 

✅ Most World Championships + Olympics medals in women's singles
✅ Most wins at the Olympics for an Indian badminton player

PV SINDHU, A LEGEND, A CHAMPION 👊",2021-08-01T12:47:20.000Z,3093,104,837,42
487,"Indians to have won Gold at the Olympics, World Championships, Asian Games &amp; Commonwealth Games:
Neeraj Chopra

End of list https://t.co/MEnIAsbTgs",2023-08-28T13:01:01.000Z,3050,5,259,11
488,"🇮🇳 🔥 

#Paris2024 | #Olympics | #OpeningCeremony https://t.co/Tie3uB5l9E",2024-07-26T19:01:17.000Z,3067,25,292,9
489,A great photograph ❤️ https://t.co/JNdOzT4VQg,2023-10-07T15:00:01.000Z,3014,24,238,18
490,"Arshad Nadeem just couldn't believe his monster throw of 92.97 (❗) 

U.N.B.E.L.I.E.V.A.B.L.E. 

https://t.co/Mkl9nbq6Xp | #Paris2024 https://t.co/8EhIYJAslX",2024-08-08T19:01:34.000Z,2889,11,348,11
491,"Only one Sunil Chhetri 🐐

(via @IndianFootball)

https://t.co/zId5S78NqX",2022-06-11T18:03:42.000Z,2787,21,238,18
492,You are looking at a proper India legend 🙇‍♂️ https://t.co/kwcyDKHC8E,2021-08-05T06:23:44.000Z,2764,21,411,16
493,"From a ticket inspector to one of the greatest cricketers in the world, MSD has given us memories for a lifetime 🙌  

Happy 39th @msdhoni 🐐

#HappyBirthdayDhoni https://t.co/FsLAhVMrfY",2020-07-07T04:21:07.000Z,2651,18,774,19
494,INDIA BEAT 14-TIME CHAMPIONS INDONESIA TO WIN THE THOMAS CUP FOR THE FIRST TIME 🏆 🇮🇳,2022-05-15T09:44:21.000Z,2680,77,362,28
495,"#MotoGP is coming to India! 

The Buddh International Circuit in Greater Noida will host the Grand Prix of Bharat for seven years, from 2023 onwards. https://t.co/jnhrwpgzeA",2022-09-21T10:39:39.000Z,2695,68,271,44
496,"Neeraj Chopra's huge throw of 88.17m that took him on top of the leaderboard 🚀

(via @IIS_Vijayanagar) 
https://t.co/rJFoH5Whnd",2023-08-27T19:02:26.000Z,2669,23,219,12
497,Satwik Rankireddy and Chirag Shetty become India's FIRST men's doubles pair to win a World Championships medal 💪🏽 https://t.co/w8rtrdL2hV,2022-08-26T04:35:55.000Z,2559,15,217,12
498,"An Olympic first! 

That's Nethra Kumanan, the first Indian female sailor to represent India at the Games 🇮🇳

#Tokyo2020 https://t.co/M7XmU6sZ9w",2021-07-25T04:26:15.000Z,2541,16,272,10
499,Vinesh Phogat doesn't know impossible 🙏 https://t.co/fMUZvUkHys,2024-08-06T09:45:16.000Z,2599,3,173,7
500,"Celebrate a team-mate's achievement like Mohammed Siraj ❤️👍 

https://t.co/d67ICw4psm",2021-02-15T10:34:33.000Z,2485,35,254,19
501,"It's back! It's back! It's back! 

https://t.co/Mkl9nbq6Xp | #Paris2024 https://t.co/QEW5fxQLpX",2024-08-08T14:13:56.000Z,2524,10,232,15
502,"All smiles 😊

#TeamIndia #ClosingCeremony #Tokyo2020 #Olympics https://t.co/HTsatVpLmm",2021-08-08T12:08:52.000Z,2417,7,199,13
503,"Sachin reverse-sweeping 😍

📸: @RSWorldSeries https://t.co/76t2lU0WJE",2021-03-13T16:02:06.000Z,2427,4,84,7
504,"""Craziness""

Virus-free New Zealand celebrates the return of sport...with fans 🙌

https://t.co/83oBues9JN https://t.co/toc4UlitON",2020-06-13T15:35:50.000Z,2394,234,445,58
505,A day of Olympic history for India 🥉 🥈 https://t.co/dRJ92JkEO4,2024-08-08T20:41:44.000Z,2451,3,227,2
506,"England have STILL never beaten USA at the #FIFAWorldCup 🤯

#ENGUSA #Qatar2022 https://t.co/qJd1AedZuL",2022-11-25T20:52:26.000Z,2301,451,450,31
507,INDIA HAVE DONE IT! https://t.co/f2SfZTG1xG,2023-10-06T09:11:01.000Z,2382,89,452,28
508,"Salt Lake Stadium, Kolkata, 2008. https://t.co/igzy5VNBIx",2020-11-26T08:16:06.000Z,2326,18,158,2
509,"🐐 x 🐐

(h/t @JvrensburgKobus) https://t.co/QeV4a2QbWq",2021-01-12T15:02:23.000Z,2290,19,180,15
510,🐐 https://t.co/WJw5AlFBnH,2024-08-09T16:05:00.000Z,2328,25,310,9
511,"There's going to be an addition to the Kohli-Sharma family

📸 courtesy @imVkohli https://t.co/YZayb2qVG9",2020-08-27T16:43:57.000Z,2161,0,43,25
512,"He roared again. He medalled again. He showed he's India's greatest, again. https://t.co/ZlZ8HTjjn3",2024-08-09T12:49:14.000Z,2223,5,147,5
513,PV Sindhu and coach Park Tae-sang ❤️ https://t.co/XdRGXOmI9F,2022-08-08T09:33:11.000Z,2141,5,87,5
514,"Manu Bhaker, India's shooting queen 🐐 https://t.co/pEtHANOwa8",2024-08-03T09:29:06.000Z,2194,6,174,19
515,Mumbai City have been grouped with Al Hilal in the AFC Champions League! https://t.co/8U0fUjIoAy,2023-08-24T08:24:25.000Z,2132,19,96,10
516,💔 https://t.co/gTDqGrw5w1,2024-08-06T18:52:02.000Z,2158,25,128,15
517,"🏆 T20 World Cup
🏟️ Saint Lucia
🆚 South Africa 

#OnThisDay 10 years ago, Suresh Raina scored the first hundred by an Indian in T20Is 💥

https://t.co/KCQzRx46Jv",2020-05-02T07:22:28.000Z,2088,13,252,11
518,"🥈 2014 CWG 
🥇 2017 World Championships 
🥇 2018 CWG 
🥉 2020 Asian Championships 
🥈 2021 Olympics

MIRABAI CHANU, WHAT A CHAMPION 🙌 https://t.co/1URoivgA0w",2021-07-24T06:39:27.000Z,2050,40,491,9
519,The Yusuf Dikec celebration is everywhere 👉 https://t.co/zXlGP8YcJ1,2024-08-10T05:04:00.000Z,2098,13,167,9
520,"There's no getting away from wearing a mask, even if you're Cristiano Ronaldo😷

(via @Esp_Interativo) 

https://t.co/9F5REVrLoM",2020-09-06T02:41:30.000Z,2050,52,483,7
521,"Eden Gardens, stop it 😍

#PinkBallTest https://t.co/NK1CvtTmf5",2019-11-22T13:30:49.000Z,1997,12,174,10
522,High praise for Lakshya from the mighty Axelsen 🙌 https://t.co/aFJhJ4W4rG,2024-08-04T11:20:45.000Z,2070,14,207,13
523,"Manu Bhaker, Indian shooting royalty 🫡 https://t.co/Vexc58wU1i",2024-07-28T11:11:38.000Z,2015,7,121,4
524,LA 2028 ⌛ https://t.co/3rI3F1Fw6e,2024-08-09T02:30:00.000Z,1989,10,163,6
525,"Two 22-year-olds on an Olympic podium! 

Give it up for Manu Bhaker and Sarabjot Singh 👏 https://t.co/SB4St0wLWz",2024-07-30T09:14:55.000Z,1990,16,189,15
526,"Another day, another 4th place finish 🫤 https://t.co/BZ9ScjJtg0",2024-08-07T19:57:18.000Z,1923,60,240,32
527,"Aditi Ashok is ranked 200 in the world. 

She lost the bronze by one shot to Lydia Ko, who became world no. 1 at 17, is currently ranked 11th, won the Olympic silver in Rio and has 16 LPGA tour titles and 5 European Tour ones.

Chin up @aditigolf, what a performance that was 👏 https://t.co/CjTpSjKgL7",2021-08-07T05:01:28.000Z,1857,26,303,20
528,"This is incredible 🤯

(h/t @Joshua_Ubeku) https://t.co/gGCula8fCQ",2021-12-27T07:30:15.000Z,1736,9,190,14
529,"👟 Top Scorer
🌟 Best Player 
🏆 Champion 

Lionel Messi's GOAT status is secured 🐐 https://t.co/56rWfePtX7",2021-07-11T03:10:55.000Z,1743,14,315,10
530,Your 2024 Olympic men's javelin podium 🇵🇰 🇮🇳 🇬🇩 https://t.co/9v3JeXmllf,2024-08-09T17:22:52.000Z,1846,3,109,3
531,"👏 

@LovlinaBorgohai returned from #Tokyo2020 with a 🥉 https://t.co/y8JFnOJVLQ",2021-08-10T02:13:00.000Z,1750,1,63,11
532,"This is the Indian men's team's first win over Australia at the Olympics since 1972 🔥 

That's 52 years! https://t.co/z75mS4Ltgq",2024-08-02T12:57:37.000Z,1816,14,260,7
533,Virat Kohli becomes the first sportsperson to top the Forbes India Celebrity 100 list since its inaugural 2012 edition 🔝 https://t.co/h064T4S8rB,2019-12-20T14:52:00.000Z,1688,11,193,20
534,"Two wonders of the world 😍 

📸 : JSW Sports Media https://t.co/SWz8iYxB3L",2024-08-10T15:42:24.000Z,1784,4,74,0
535,India go into the final day of the #CWG22 with a chance to finish in fourth 🏅 https://t.co/QU4OeYia30,2022-08-08T02:00:03.000Z,1712,10,141,20
536,"""She reminded everyone in India - those who tried to crush her, those who believed in her - that no matter what colour the medal, she will not go quietly. Not now, not ever. Absolutement.""

Sharda Ugra writes on Vinesh Phogat, 🇮🇳's biggest, bravest and boldest Olympian. 

Read it… https://t.co/DQflHGz1bI",2024-08-07T05:00:52.000Z,1775,26,351,17
537,"The city of love has lived up to its name 💍 ❤️ 

(1/10) https://t.co/lEDtC3OPeE",2024-08-12T13:51:26.000Z,1748,13,86,5
538,"Indian Hockey’s Crown Jewel 🏟️

The majestic Birsa Munda Stadium in Rourkela is all set for the #HockeyWorldCup2023. https://t.co/kyguwFsSMQ",2023-01-12T10:02:03.000Z,1695,5,156,5
539,"Look at what that means ❤️ 

https://t.co/8WUAnW7O5r | #Paris2024 https://t.co/2nTAp83yuw",2024-08-08T20:48:42.000Z,1736,2,93,0
540,"Lukaku sends Christian Eriksen a message after scoring against Russia ❤️

Class act 👏 https://t.co/uo2BmUUOrj",2021-06-12T19:31:46.000Z,1610,7,182,4
541,"- At age 10, she injured her spinal cord in a major accident 
- Got inspired by @Abhinav_Bindra's autobiography 
- Her father told her to take up shooting
- Wins a historic gold on her Para Games debut 
- Equals the World Record

@AvaniLekhara, what a story. She is only 19 👏",2021-08-30T04:32:03.000Z,1655,23,264,24
542,"Big news: we just released Keras 3.0!

▶ Run Keras on top of JAX, TensorFlow, and PyTorch
▶ Train faster with XLA compilation
▶ Unlock training runs with any number of devices &amp; hosts via the new Keras distribution API

It's live on PyPI now! 🚀 https://t.co/d7Em73j3Up",2023-11-28T14:49:17.000Z,2857,95,628,81
543,https://t.co/XtwpnzY4OP,2021-11-04T18:06:45.000Z,32064,101,4674,77
544,"The problem with Facebook is not *just* the loss of your privacy and the fact that it can be used as a totalitarian panopticon. The more worrying issue, in my opinion, is its use of digital information consumption as a psychological control vector. Time for a thread",2018-03-21T20:59:05.000Z,15626,2473,8488,529
545,YYYY-MM-DD is obviously the best date format: it's the one where alphanumerical order matches chronological order.,2023-08-06T18:15:25.000Z,9192,174,572,334
546,"What people don't realize is that this is the default state of housing in a market economy, and it's great for consumers. Turning aging homes into an investment vehicle by artificially constraining supply, the way it's done in the US and many other places, is extremely harmful. https://t.co/J3sCihYJ0n",2023-01-21T16:24:26.000Z,7154,63,857,121
547,"The current climate in AI has so many parallels to 2021 web3 it's making me uncomfortable. Narratives based on zero data are accepted as self-evident. Everyone is expecting as a sure thing ""civilization-altering"" impact (&amp; 100x returns on investment) in the next 2-3 years",2023-01-08T17:41:20.000Z,6868,286,1095,219
548,Twitter is great because it gives you unfiltered visibility into the thoughts and decision-making process of some of the most successful people in the world. This has completely cured my impostor syndrome.,2022-12-21T13:41:39.000Z,6827,52,910,80
549,"People who say $GME is overvalued don't understand the value proposition. It's no longer a stock, it's a store of value. It's the new digital gold. And for now it has only 3% of the $BTC market cap, still plenty of room to grow. My price target is over $9,000",2021-01-27T18:52:33.000Z,6484,320,694,212
550,"Software is this weird space where you can spend basically nothing and create a billion dollars of value, or spend a billion dollars and create basically no value.",2022-02-01T16:23:47.000Z,6159,39,887,55
551,"Python is usually an elegant language. But `if __name__ == ""__main__""` is one exception.",2022-12-08T04:48:58.000Z,5880,47,305,129
552,"Announcement: my book Deep Learning with Python (2nd edition) has been released.

500 pages of code examples, theory, context, practical tips... If you want to really understand how deep learning works, why it matters, and how to use it, this is your book!
https://t.co/LvbEy5A0k8",2021-10-25T15:58:14.000Z,5562,128,916,183
553,"🌉 SF bay area:
area: 18,040 km2
population: 7.8M
density: 425.7/km2
1BR rent: $3.3k

🗼 Tokyo bay area:
area: 14,034 km2 (22% less)
population: 37.8M (385% more (4.85x))
density: 2,631/km2
1BR rent: $1k (70% less)

I wonder how they do it. Ah, I guess we'll never know🤔",2018-04-25T23:50:54.000Z,5388,87,1552,174
554,"Really striking how every AI hype tweet is explicitly trying to induce FOMO. ""You're getting left behind. All your competitors are using this. Everyone else is making more money than you. Everyone else is more productive. If you're not using the latest XYZ you're missing out.""",2023-04-14T19:16:18.000Z,5255,125,686,163
555,"Within 10-20 years, nearly every branch of science will be, for all intents and purposes, a branch of computer science.

Computational physics, comp chemistry, comp biology, comp medicine... Even comp archeology. Realistic simulations, big data analysis, and ML everywhere",2021-05-03T21:52:29.000Z,5057,565,1102,298
556,"I've just released a fairly lengthy paper on defining &amp; measuring intelligence, as well as a new AI evaluation dataset, the ""Abstraction and Reasoning Corpus"". I've been working on this for the past 2 years, on &amp; off.

Paper: https://t.co/djNAIUZF7E

ARC: https://t.co/MvubT2HTKT https://t.co/bVrmgLAYEv",2019-11-06T16:48:29.000Z,4762,135,1396,107
557,GitHub Copilot and LLM chatbots are causing a big drop in StackOverflow traffic. What's fascinating about it is that these systems work largely thanks to the user-generated content from StackOverflow. Is this feedback loop sustainable?,2023-07-25T22:50:30.000Z,4708,88,687,211
558,"Human intelligence is a poor metaphor for what ""AI"" is doing. AI displays essentially none of the properties of human cognition, and in reverse, most of the useful properties of modern AI are not found in humans.",2022-09-24T19:12:13.000Z,4553,93,815,76
559,"My wife and I are thrilled to announce the birth of our son Sylvain, earlier this week. Sylvain and his mom are both doing great. Feeling so blessed :) https://t.co/9wVeegQHqj",2021-05-01T18:36:25.000Z,4283,5,47,268
560,"We're launching Keras Core, a new library that brings the Keras API to JAX and PyTorch in addition to TensorFlow.

It enables you to write cross-framework deep learning components and to benefit from the best that each framework has to offer.

Read more: https://t.co/xmmxBfSZgh https://t.co/k5K22UZNdR",2023-07-11T14:46:28.000Z,4108,224,823,126
561,"Turns out, fitting a curve to a dataset produces a model that only generalizes to that specific data distribution -- big if true.",2023-11-06T00:04:54.000Z,4090,44,442,112
562,"We need a ""where are they now"" series about the developers who claimed in February-March 2023 that they had become ""100x"" more productive thanks to LLMs. Surely by now they must have released multiple new apps in production and multiplied their earnings by a large factor?",2024-01-01T10:45:59.000Z,4042,61,445,149
563,The main downside of working in AI is having to constantly fight off assassination attempts from random time travelers,2023-09-30T21:52:48.000Z,3990,49,530,73
564,"Unfortunately , too few people understand the distinction between memorization and understanding. It's not some lofty question like ""does the system have an internal world model?"", it's a very pragmatic behavior distinction: ""is the system capable of broad generalization, or is…",2023-12-15T23:11:23.000Z,3964,84,534,95
565,"Software companies aren't made of code. They're made of processes that produce and maintain code. And the foremost component of these processes are people.

The code is just a by-product. More of a liability than an asset.",2022-10-30T03:25:44.000Z,3719,48,633,58
566,"I just wrote an extensive TensorFlow 2.0 + Keras overview, targeted at deep learning researchers: https://t.co/k694J95PI8

Hope you will find it useful! Let me know if you have any feedback.",2019-10-05T21:09:36.000Z,3706,42,1044,27
567,"""TensorFlow, Keras and Deep Learning (without a PhD)"" by @martin_gorner is a clear, approachable, fun introduction to neural networks. Highly recommended!

https://t.co/FjnK86xcO0 https://t.co/D5mB5utObO",2020-07-16T19:33:40.000Z,3608,34,855,22
568,Mass deployment of self-driving cars was less than 5 years away in 2016. Then in 2021 it was 2-3 years away. In 2024 it will be 1 year away. Zeno's AI milestone.,2022-06-14T18:01:55.000Z,3422,20,184,132
569,"It's been mask-off for EM since early 2022 (with many warning signs since 2017) -- so not exactly new, but still pretty sad. Imagine being able to do absolutely anythingv you want in life, and choosing to behave like an average 4chan conspiracy theorist",2023-05-16T03:58:35.000Z,3538,32,325,72
570,"You don't need to know everything. You don't really need a formal background in this or that -- though it helps. You don't even need a PhD.

You do, however, need to be constantly learning. Be curious. Read books. Don't be ""too busy"" to learn, or otherwise proud of your ignorance",2019-06-05T00:00:48.000Z,3543,74,1117,34
571,Asking if it's still worth learning to code in the age of AI is like asking if it's still worth learning to write in the age of the printing press. It's even more valuable than before. You've just gained new leverage.,2023-03-21T05:59:11.000Z,3495,64,604,85
572,"My wife and I are overjoyed to announce the birth of our daughter Diane, a few days ago. Welcome to the world, little Diane! We're feeling so blessed to have you and your big brother in our lives :) https://t.co/uYF0mfcoLp",2024-05-07T19:03:40.000Z,3510,4,30,215
573,"If Facebook gets to decide, over the span of many years, which news you will see (real or fake), whose political status updates you’ll see, and who will see yours, then Facebook is in effect in control of your political beliefs and your worldview",2018-03-21T21:04:51.000Z,3053,144,1226,62
574,"If you work in AI, please don't help them. Don't play their game. Don't participate in their research ecosystem. Please show some conscience",2018-03-21T21:23:14.000Z,3052,106,662,206
575,"Learning:

1) Make something. It sucks.
2) Realize it sucks.
3) Actually care about it.
4) Find ways to improve.
5) Try again; repeat forever.

A lot of people get stuck at either 2) or 3).

4) and 5) are practically automatic if you pass 3).",2019-04-06T23:07:00.000Z,3335,34,993,26
576,"Are you a deep learning researcher? Wondering if all this TensorFlow 2.0 stuff you heard about is relevant to you?

This thread is a crash course on everything you need to know to use TensorFlow 2.0 + Keras for deep learning research. Read on! https://t.co/dFNI2E6yjF",2019-03-11T16:12:10.000Z,3302,133,1194,28
577,Imagine writing a bit of code at your dull software engineer job job and messing up so bad the president has to be briefed about it,2024-07-19T19:51:12.000Z,3241,27,274,109
578,"Every 6 months the tech industry enters a brief episode of mass collective hallucination where everyone is ardently convinced that an epochal tech revolution has just begun, that a ""civilizational"" technology is starting to take over. Remember web3? Remember LK-99? Remember LLMs?",2023-08-09T03:19:50.000Z,2941,77,357,202
579,"Our field isn't quite ""artificial intelligence"" -- it's ""cognitive automation"": the encoding and operationalization of human-generated abstractions / behaviors / skills. The ""intelligence"" label is a category error",2020-01-07T03:45:08.000Z,3120,166,876,52
580,"Here's an interesting anecdote on that topic.

In 1979, a group of people who were ""just asking questions"" offered a $50,000 reward ($220,000 in 2023 dollars) to anyone who could prove that the holocaust actually happened. You know, in order to spark discussion.",2023-06-19T01:51:25.000Z,3117,44,553,67
581,An underappreciated aspect of productivity: momentum. The more stuff you do the easier it becomes to do stuff (literally anything). And inversely.,2024-07-21T23:52:47.000Z,3152,24,357,56
582,"I've been asked about this a lot, so let me provide a quick FAQ.

Q: What's the nature of the issue?

A: Anyone who has bought my book from Amazon in the past few month hasn't bought a genuine copy, but a lower-quality counterfeit copy printed by various fraudulent sellers.",2022-07-23T19:48:30.000Z,3113,446,1246,96
583,One thing that even relatively senior ML people often fail to grasp is that deep learning models are curves fitted to a data distribution. You cannot expect them to solve tasks outside of their training distribution (which is the sort of thing that you need intelligence for).…,2024-05-10T23:58:37.000Z,3009,78,476,86
584,"My interpretation of prompt engineering is this:

1. A LLM is a repository of many (millions) of vector programs mined from human-generated data, learned implicitly as a by-product of language compression. A ""vector program"" is just a very non-linear function that maps part of…",2023-10-03T16:23:21.000Z,3048,100,550,136
585,"Many people in tech have so little exposure to philosophy (or the humanities in general) that when they get exposed to old ideas like Plato's cavern or the simulation hypothesis, they think it's extremely profound and novel",2022-11-23T17:26:31.000Z,3044,84,352,202
586,"To be clear, at this time and for the foreseeable future, there does not exist any AI model or technique that could represent an extinction risk for humanity. Not even in nascent form, and not even if you extrapolate capabilities far into the future via scaling laws.",2023-06-02T05:42:37.000Z,3040,103,606,145
587,"I'd guess I'd summarize it as, being a ""deep learning expert"" in 2021 is like being a ""medicine expert"" in 1800. You know a lot less than you think, and most of what you think you know is wrong. Just keep learning and experimenting, and don't play stupid status games.",2021-04-25T17:34:44.000Z,3027,61,444,36
588,"You never really learn git, you just get used to it.",2023-11-05T23:54:23.000Z,3026,31,217,80
589,"Wait, what https://t.co/cVvuTVG55s",2021-05-16T02:00:32.000Z,3015,70,350,33
590,"If you could fully automate software engineering (my job), I think that would be great, since I could then move on to higher-leverage things. Making software is a means to an end, not the end (software is different from art in that sense).

However I have not yet seen any signs…",2024-03-12T22:11:22.000Z,2992,51,325,92
591,"""Neural networks"" are a sad misnomer. They're neither neural nor even networks. They're chains of differentiable, parameterized geometric functions,  trained with gradient descent (with gradients obtained via the chain rule). A small set of highschool-level ideas put together",2018-01-12T19:58:03.000Z,2922,108,1076,90
592,"""No code"" is just the beginning. I'm looking forward to no software, no computer, just living in the woods",2020-02-24T21:40:43.000Z,2965,60,424,61
593,"We’re looking at a powerful entity that builds fine-grained psychological profiles of over two billion humans, that runs large-scale behavior manipulation experiments, and that aims at developing the best AI technology the world has ever seen. Personally, it really scares me",2018-03-21T21:21:13.000Z,2645,150,1034,60
594,"Deep learning takes data points and turns them into a query-able structure that enables retrieval and interpolation between the points.

You could think of it as a continuous generalization of database technology.",2022-08-26T13:15:12.000Z,2901,108,468,39
595,"Deep learning isn't a science, but rather an ever-changing set of empirically-derived engineering best practices, woven together by over-claiming, unreliable narratives.",2020-11-29T22:16:31.000Z,2827,87,385,48
596,"I'll tell you a secret about having more impact. You've got to focus on fewer things, ideally just one -- your most ambitious idea. And you've got to commit and finish it.",2022-09-07T14:04:22.000Z,2804,37,403,53
597,The most powerful debugging tool: walking away from your computer.,2023-04-28T21:51:53.000Z,2780,55,368,74
598,"Been working with Python for 13 years and I still occasionally end up with a hopelessly borked environment where I have to actually nuke and reinstall the Python interpreter. And yes, I use virtualenv",2023-01-24T02:04:11.000Z,2729,52,108,124
599,"Search interest over time, ChatGPT (blue) vs Minecraft (red).

There's an obvious factor that might well underlie both trends (down for ChatGPT, up for Minecraft). Can you guess what it is?

As it happens, the answer matters for both the future of AI and the future of education. https://t.co/ctZ4slz3BN",2023-06-24T17:17:02.000Z,2669,124,558,80
600,I would rather press [▲] 50 times than actually type a command in the terminal,2021-05-21T23:11:07.000Z,2682,30,225,82
601,"I'm partnering with @mikeknoop to launch ARC Prize: a $1,000,000 competition to create an AI that can adapt to novelty and solve simple reasoning problems.

Let's get back on track towards AGI.

Website: https://t.co/wNsM3IQgEI

ARC Prize on @kaggle: https://t.co/Lhsh1RiWKq https://t.co/YBSRERTTqU",2024-06-11T17:13:09.000Z,2698,129,572,87
602,"The main benefit of having extensive programming experience isn't the ability to write software (which is a bit of a commodity -- you could hire someone to do it), it's how it changes the way you think.",2024-07-05T03:42:46.000Z,2661,37,317,109
603,"Looking at the output of a deep learning model trained on human-generated data and believing the model is ""intelligent"" in the human sense is exactly like looking at motion-captured CG and believing the characters on the screen are ""alive"".",2022-12-10T18:53:59.000Z,2590,51,431,60
